Region,School Name,BEIS School ID,Division,District,K Total,G1 Total,G2 Total,G3 Total,G4 Total,G5 Total,G6 Total,G7 Total,G8 Total,G9 Total,G10 Total,G11 STEM Total,G11 HUMSS Total,G11 ABM Total,G11 GAS Total,G11 TVL Total,G11 SPORTS Total,G11 ARTS Total,G11 PBM Total,G12 STEM Total,G12 HUMSS Total,G12 ABM Total,G12 GAS Total,G12 TVL Total,G12 SPORTS Total,G12 ARTS Total,G12 PBM Total
Region I,Apaleng-Libtong Elementary School,100001,Ilocos Norte,Bacarra I,9,5,12,6,4,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Bacarra CES,100002,Ilocos Norte,Bacarra I,51,58,47,55,53,69,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Buyon Elementary School,100003,Ilocos Norte,Bacarra I,18,21,15,17,15,26,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Ganagan Elementary School,100004,Ilocos Norte,Bacarra I,17,9,11,14,12,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Macupit Elementary School,100005,Ilocos Norte,Bacarra I,8,7,5,10,6,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Nambaran Elementary School,100006,Ilocos Norte,Bacarra I,11,17,13,13,8,16,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Pasiocan Elementary School,100007,Ilocos Norte,Bacarra I,14,13,19,25,11,27,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Pulangi Elementary School,100008,Ilocos Norte,Bacarra I,18,33,27,23,28,43,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Sabas-Sagisi Memorial Elem. School,100009,Ilocos Norte,Bacarra I,11,20,4,28,15,37,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,SPECIAL EDUCATION CENTER,100010,Ilocos Norte,Bacarra I,18,23,21,20,11,31,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Santo Cristo Elementary School,100011,Ilocos Norte,Bacarra I,23,28,27,26,14,35,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Tambidao Elementary School,100012,Ilocos Norte,Bacarra I,13,8,15,14,11,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Bacarra NCHS,300002,Ilocos Norte,Bacarra I,0,0,0,0,0,0,0,352,435,455,540,75,202,98,0,197,0,0,0,79,179,94,0,216,0,0,0
Region I,Cadaratan National High School,300007,Ilocos Norte,Bacarra I,0,0,0,0,0,0,0,99,84,102,120,0,37,0,45,0,0,0,0,0,36,0,47,0,0,0,0
Region I,"St. Andrew Academy of Bacarra, Inc.",400001,Ilocos Norte,Bacarra I,0,0,0,0,0,0,0,9,10,10,8,0,0,0,7,0,0,0,0,0,0,0,12,0,0,0,0
Region I,"The Riverdeep Academy, Inc.",410001,Ilocos Norte,Bacarra I,43,33,32,36,25,38,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,St. Andrew Grade School,410019,Ilocos Norte,Bacarra I,11,8,5,7,11,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Bangsirit Elementary School,100013,Ilocos Norte,Bacarra II,19,19,10,22,18,31,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Cabaruan Elementary School,100014,Ilocos Norte,Bacarra II,14,16,19,24,23,37,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Cabulalaan Elementary School,100015,Ilocos Norte,Bacarra II,28,37,30,34,30,39,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Cadaratan Elementary School,100016,Ilocos Norte,Bacarra II,17,23,23,35,31,36,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Calioet Elementary School,100017,Ilocos Norte,Bacarra II,10,6,11,8,4,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Casilian Elementary School,100018,Ilocos Norte,Bacarra II,11,9,6,8,7,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Paninaan Elementary School,100019,Ilocos Norte,Bacarra II,3,6,7,9,8,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Parang E/S,100020,Ilocos Norte,Bacarra II,28,22,21,26,17,36,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Pungto Elementary School,100021,Ilocos Norte,Bacarra II,9,7,9,17,4,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,San Agustin Elementary School,100022,Ilocos Norte,Bacarra II,26,29,20,27,18,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Tubburan Elementary School,100023,Ilocos Norte,Bacarra II,16,23,10,21,23,19,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Casilian Primary School - Taguipuro Annex,150023,Ilocos Norte,Bacarra II,4,6,12,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Ar-Arusip Elementary School,100024,Ilocos Norte,Badoc,21,27,24,28,22,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Badoc North Central School,100025,Ilocos Norte,Badoc,22,23,26,39,13,35,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Badoc South Central School SPED Center,100026,Ilocos Norte,Badoc,54,64,64,75,52,85,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Camanga Elementary School,100027,Ilocos Norte,Badoc,14,11,17,18,8,27,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Gabut Elementary School,100029,Ilocos Norte,Badoc,26,35,32,39,24,54,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Labut Elementary School,100030,Ilocos Norte,Badoc,10,13,14,15,12,17,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Lasien School,100031,Ilocos Norte,Badoc,2,4,4,5,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Mabusag-Napu Elementary School,100032,Ilocos Norte,Badoc,26,24,28,27,32,52,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Madupayas Elementary School,100033,Ilocos Norte,Badoc,18,13,14,14,12,21,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Morong Elementary School,100034,Ilocos Norte,Badoc,9,11,8,11,8,17,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Nagrebcan Elementary School,100035,Ilocos Norte,Badoc,23,19,24,27,26,38,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Pagsanahan Elementary School,100036,Ilocos Norte,Badoc,28,35,36,42,29,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Paltit Elementary School,100037,Ilocos Norte,Badoc,16,14,24,21,10,41,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Pasuc-Parang Elementary School,100038,Ilocos Norte,Badoc,12,12,14,7,5,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Saud Elementary School,100039,Ilocos Norte,Badoc,12,15,12,23,12,34,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Sta. Cruz Elementary School,100040,Ilocos Norte,Badoc,10,13,11,27,13,24,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Turod Elementary School,100041,Ilocos Norte,Badoc,9,16,12,14,6,19,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Virgen Milagrosa Elementary School,100042,Ilocos Norte,Badoc,31,17,24,25,20,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Aring Elementary School,150001,Ilocos Norte,Badoc,22,19,16,17,8,29,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Mabusag Sur Elementary School,150002,Ilocos Norte,Badoc,9,20,13,19,12,19,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Nagrebcan NHS,300021,Ilocos Norte,Badoc,0,0,0,0,0,0,0,64,77,72,57,0,0,0,45,30,0,0,0,0,0,0,22,28,0,0,0
Region I,Pagsanahan NHS,300023,Ilocos Norte,Badoc,0,0,0,0,0,0,0,66,72,81,79,0,25,0,0,37,0,0,0,0,30,0,0,46,0,0,0
Region I,"Badoc Junior College, Inc.",400002,Ilocos Norte,Badoc,0,0,0,0,0,0,0,21,33,47,45,0,0,24,0,32,0,0,0,0,0,13,0,32,0,0,0
Region I,"IGAMA Colleges Foundation, Inc.",400003,Ilocos Norte,Badoc,14,11,8,12,6,18,9,27,60,52,63,32,8,2,0,5,0,0,0,28,22,6,0,17,0,0,0
Region I,"Juan Luna Memorial Academy, Inc.",400004,Ilocos Norte,Badoc,0,0,0,0,0,0,0,96,90,88,97,42,0,0,40,0,0,0,0,34,0,0,52,0,0,0,0
Region I,St. Elizabeth Elementary School,400005,Ilocos Norte,Badoc,25,9,13,9,8,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,"Badoc Little Angels Learning Center, Inc.",410025,Ilocos Norte,Badoc,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Caraitan Integrated School,500000,Ilocos Norte,Badoc,37,29,38,31,34,40,40,85,106,104,105,23,35,0,52,0,0,0,0,11,27,0,30,0,0,0,0
Region I,Abaca Elementary School,100043,Ilocos Norte,Bangui,15,23,22,23,9,36,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Alao-ao Elementary School,100044,Ilocos Norte,Bangui,8,7,6,12,2,13,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Bacsil Elementary School,100045,Ilocos Norte,Bangui,11,9,9,11,12,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Banban Elementary School,100046,Ilocos Norte,Bangui,35,28,34,34,22,32,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Bangui CES,100047,Ilocos Norte,Bangui,48,49,34,49,30,65,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Baruyen Elementary School,100048,Ilocos Norte,Bangui,23,12,21,18,22,24,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Dadaor Elementary School,100049,Ilocos Norte,Bangui,9,8,7,7,1,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Dumalneg Elementary School,100050,Ilocos Norte,Bangui,41,45,28,40,24,37,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Lanao Elementary School,100051,Ilocos Norte,Bangui,33,30,26,35,27,59,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Masikil Elementary School,100052,Ilocos Norte,Bangui,12,6,11,8,1,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Nagbalagan Elementary School,100053,Ilocos Norte,Bangui,18,21,21,25,12,32,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Paddagan Elementary School,100054,Ilocos Norte,Bangui,1,5,2,4,1,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,San Isidro Elementary School,100055,Ilocos Norte,Bangui,17,13,14,14,13,12,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Suyo Elementary School,100056,Ilocos Norte,Bangui,9,2,10,11,8,14,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Taguipuro Elementary School,100057,Ilocos Norte,Bangui,10,11,12,9,5,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Bangui NHS,300003,Ilocos Norte,Bangui,0,0,0,0,0,0,0,159,157,159,211,78,0,0,67,41,0,0,0,72,0,0,67,60,0,0,0
Region I,Dumalneg NHS,300017,Ilocos Norte,Bangui,0,0,0,0,0,0,0,38,38,49,67,0,22,0,0,33,0,0,0,0,29,0,0,22,0,0,0
Region I,BANBAN NHS,320801,Ilocos Norte,Bangui,0,0,0,0,0,0,0,72,95,85,104,0,81,0,0,0,0,0,0,0,56,0,26,0,0,0,0
Region I,LANAO NATIONAL HIGH SCHOOL,320802,Ilocos Norte,Bangui,0,0,0,0,0,0,0,47,50,68,62,0,37,34,0,0,0,0,0,0,42,26,0,0,0,0,0
Region I,"St. Lawrence the Deacon Academy of Bangui, Ilocos Norte, Inc.",400006,Ilocos Norte,Bangui,0,0,0,0,0,0,0,15,10,12,8,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0
Region I,Bangsar Elementary School,100058,Ilocos Norte,Banna (Espiritu),4,7,8,10,7,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Banna Central Elementary School,100059,Ilocos Norte,Banna (Espiritu),38,47,54,56,39,65,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Barbarangay Elementary School,100060,Ilocos Norte,Banna (Espiritu),12,14,9,19,9,14,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Bomitog Elementary School,100061,Ilocos Norte,Banna (Espiritu),15,15,24,22,12,32,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Bugasi Elementary School,100062,Ilocos Norte,Banna (Espiritu),9,8,6,13,7,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Caestebanan Elementary School,100063,Ilocos Norte,Banna (Espiritu),13,6,13,11,12,14,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Caribquib Elementary School,100064,Ilocos Norte,Banna (Espiritu),7,14,13,17,12,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Catagtaguen Elementary School,100065,Ilocos Norte,Banna (Espiritu),27,29,26,30,16,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Crispina Elementary School,100066,Ilocos Norte,Banna (Espiritu),10,12,11,9,8,24,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Imelda Elementary School,100067,Ilocos Norte,Banna (Espiritu),10,4,8,14,1,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Lading Elementary School,100068,Ilocos Norte,Banna (Espiritu),12,12,11,20,6,19,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Macayepyep Elementary School,100069,Ilocos Norte,Banna (Espiritu),20,10,15,21,12,21,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Nagpatayan Elementary School,100070,Ilocos Norte,Banna (Espiritu),8,9,12,10,10,21,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Quiaoit Memorial Elementary School,100071,Ilocos Norte,Banna (Espiritu),10,11,15,10,13,19,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Sinamar Elementary School,100072,Ilocos Norte,Banna (Espiritu),14,22,8,15,8,27,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Tabtabagan Elementary School,100073,Ilocos Norte,Banna (Espiritu),20,15,16,29,9,15,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,VALDEZ ELEMENTARY SCHOOL,100074,Ilocos Norte,Banna (Espiritu),8,16,6,10,8,14,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Banna National High School,300004,Ilocos Norte,Banna (Espiritu),0,0,0,0,0,0,0,64,96,103,112,29,51,22,0,0,0,0,0,27,34,18,0,0,0,0,0
Region I,Caestebanan NHS,300008,Ilocos Norte,Banna (Espiritu),0,0,0,0,0,0,0,31,44,62,55,11,18,10,0,16,0,0,0,8,21,15,0,7,0,0,0
Region I,Caribquib NHS,300010,Ilocos Norte,Banna (Espiritu),0,0,0,0,0,0,0,24,18,26,42,0,0,0,36,0,0,0,0,0,0,0,27,0,0,0,0
Region I,Catagtaguen National High School,300011,Ilocos Norte,Banna (Espiritu),0,0,0,0,0,0,0,37,60,76,71,15,0,0,33,17,0,0,0,16,0,0,40,22,0,0,0
Region I,Banna Academy Inc.,400013,Ilocos Norte,Banna (Espiritu),0,0,0,0,0,0,0,97,108,131,113,26,0,0,38,66,0,0,0,28,0,0,36,54,0,0,0
Region I,"Banna Church of Christ Disciples Learning Center, Inc.",408143,Ilocos Norte,Banna (Espiritu),33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Ablan Community School,100100,Ilocos Norte,Burgos,20,28,31,28,24,24,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Agaga Elementary School,100101,Ilocos Norte,Burgos,6,14,9,12,4,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Bayog Elementary School,100102,Ilocos Norte,Burgos,9,9,7,19,11,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,BLISS ELEMENTARY SCHOOL,100103,Ilocos Norte,Burgos,7,8,11,7,10,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Bobon Elementary School,100104,Ilocos Norte,Burgos,15,23,24,32,10,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Burgos Central Elementary School,100105,Ilocos Norte,Burgos,28,31,32,35,24,48,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Nagsurot Elementary School,100106,Ilocos Norte,Burgos,5,12,11,7,12,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Paayas Elementary School,100107,Ilocos Norte,Burgos,15,17,15,17,6,19,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Saoit-Pagali Elementary School,100108,Ilocos Norte,Burgos,17,24,25,24,18,30,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Tanap Elementary School,100109,Ilocos Norte,Burgos,4,6,10,9,7,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Burgos Agro-Industrial School,300006,Ilocos Norte,Burgos,0,0,0,0,0,0,0,118,159,188,212,33,47,0,0,83,0,0,0,33,40,0,0,65,0,0,0
Region I,Bimmanga Elementary School,100110,Ilocos Norte,Currimao,1,7,8,7,2,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Comcomloong-Anggapang Elementary School,100111,Ilocos Norte,Currimao,3,3,6,6,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Doña Josefa E. Marcos Elementary School,100112,Ilocos Norte,Currimao,42,52,45,69,43,71,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Langayan Elementary School,100113,Ilocos Norte,Currimao,2,5,12,8,4,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Maglaoi Elementary School,100114,Ilocos Norte,Currimao,19,26,25,31,15,40,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Paguludan PS,100115,Ilocos Norte,Currimao,5,4,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Pangil Elementary School,100116,Ilocos Norte,Currimao,5,8,5,12,4,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Pias-Gaang Elementary School,100117,Ilocos Norte,Currimao,33,37,40,33,40,62,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Wilbur C. Go Elementary School,150012,Ilocos Norte,Currimao,20,32,32,42,26,44,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Wilbur C. Go NHS,300013,Ilocos Norte,Currimao,0,0,0,0,0,0,0,54,68,47,75,0,24,31,0,28,0,0,0,0,23,8,0,18,0,0,0
Region I,Currimao NHS,320805,Ilocos Norte,Currimao,0,0,0,0,0,0,0,99,125,132,146,21,66,10,0,16,0,0,0,21,65,15,0,20,0,0,0
Region I,Baresbes Elementary School,100118,Ilocos Norte,Dingras I,18,26,31,28,32,45,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Barong Elementary School,100119,Ilocos Norte,Dingras I,36,44,41,48,32,69,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Dingras Central Elementary School,100120,Ilocos Norte,Dingras I,30,32,33,32,31,45,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Elizabeth-Lanas Elementary School,100121,Ilocos Norte,Dingras I,8,9,16,18,3,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Francisco Elementary School,100122,Ilocos Norte,Dingras I,35,20,19,27,14,35,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Medina Parado Elementary School,100123,Ilocos Norte,Dingras I,16,27,15,38,17,47,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Saludares-Cali Elementary School,100124,Ilocos Norte,Dingras I,33,23,38,46,35,56,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,San Marcelino Elementary School,100125,Ilocos Norte,Dingras I,53,59,78,74,54,98,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Sulquiano Elementary School,100126,Ilocos Norte,Dingras I,26,26,25,27,25,42,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Ver Elementary School,100127,Ilocos Norte,Dingras I,24,19,20,27,15,28,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Elizabeth Elementary School,150017,Ilocos Norte,Dingras I,10,12,19,19,20,25,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Mabino Elementary School,150021,Ilocos Norte,Dingras I,10,14,10,15,19,19,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Barong National High School,320806,Ilocos Norte,Dingras I,0,0,0,0,0,0,0,53,67,58,77,0,0,0,34,30,0,0,0,0,0,0,26,11,0,0,0
Region I,San Marcelino National High School,320807,Ilocos Norte,Dingras I,0,0,0,0,0,0,0,90,136,125,168,30,0,0,62,45,0,0,0,43,0,0,42,35,0,0,0
Region I,Bamasesamar National High School,320808,Ilocos Norte,Dingras I,0,0,0,0,0,0,0,36,35,37,32,0,26,0,0,0,0,0,0,0,0,0,29,0,0,0,0
Region I,Lt. Edgar Foz National High School,320809,Ilocos Norte,Dingras I,0,0,0,0,0,0,0,23,21,23,24,0,0,0,28,0,0,0,0,0,0,0,24,0,0,0,0
Region I,SUYO NATIONAL HIGH SCHOOL,320810,Ilocos Norte,Dingras I,0,0,0,0,0,0,0,38,57,51,55,0,14,0,18,16,0,0,0,0,0,0,24,26,0,0,0
Region I,"Dingras Faith Academy, Inc.",400011,Ilocos Norte,Dingras I,40,29,20,27,10,25,26,22,20,22,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,"St. Joseph Educational Center of Dingras, Inc",410007,Ilocos Norte,Dingras I,6,4,7,5,6,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Bacsil Elementary School,100128,Ilocos Norte,Dingras II,9,17,11,15,14,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Capasan Elementary School,100129,Ilocos Norte,Dingras II,10,10,14,11,9,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Dingras West CES,100130,Ilocos Norte,Dingras II,40,68,64,82,47,95,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Espiritu Elementary School,100131,Ilocos Norte,Dingras II,8,16,12,24,18,21,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Hilaria Salvatierra Mem. Elementary School,100132,Ilocos Norte,Dingras II,20,24,23,25,16,27,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Mandaloque Elementary School,100133,Ilocos Norte,Dingras II,9,9,10,13,8,16,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Peralta Elementary School,100134,Ilocos Norte,Dingras II,22,17,19,22,36,34,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,San Esteban Elementary School,100135,Ilocos Norte,Dingras II,13,15,9,15,10,17,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Sagpatan Elementary School,100136,Ilocos Norte,Dingras II,13,11,16,23,10,21,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,San Marcos Elementary School,100137,Ilocos Norte,Dingras II,14,8,10,9,7,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Suyo Elementary School,100138,Ilocos Norte,Dingras II,17,8,14,28,13,25,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Bagut Elementary School,150013,Ilocos Norte,Dingras II,19,16,19,13,15,18,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region I,Dingras NHS,300015,Ilocos Norte,Dingras II,0,0,0,0,0,0,0,215,251,272,310,53,112,60,0,110,0,0,0,41,135,52,0,65,0,0,0
Region I,"St. Joseph Institute of Dingras, Inc.",400012,Ilocos Norte,Dingras II,0,0,0,0,0,0,0,27,14,22,25,11,13,0,0,3,0,0,0,0,8,0,13,11,0,0,0
