Region,School Name,BEIS School ID,Division,District,K Total,G1 Total,G2 Total,G3 Total,G4 Total,G5 Total,G6 Total,G7 Total,G8 Total,G9 Total,G10 Total,G11 STEM Total,G11 HUMSS Total,G11 ABM Total,G11 GAS Total,G11 TVL Total,G11 SPORTS Total,G11 ARTS Total,G11 PBM Total,G12 STEM Total,G12 HUMSS Total,G12 ABM Total,G12 GAS Total,G12 TVL Total,G12 SPORTS Total,G12 ARTS Total,G12 PBM Total
Region VI,Santus Josephus School Inc.,403068,Capiz,Cuartero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,40,0,0,0,0
Region VI,"Our Lady of Fatima Academy of Dao, Inc.",403975,Capiz,Cuartero,14,17,16,6,12,16,14,33,35,24,28,12,4,3,0,0,0,0,0,24,9,2,0,0,0,0,0
Region VI,"St. Martin Academy, Inc.",403976,Capiz,Cuartero,16,11,15,13,7,5,15,48,41,35,53,47,19,0,0,0,0,0,0,23,25,0,0,0,0,0,0
Region VI,Astorga Adventist Elementary School,403977,Capiz,Cuartero,7,16,20,14,19,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Immaculate Heart of Mary Child Learning Center,403978,Capiz,Cuartero,22,23,14,18,13,11,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Our Lady of the Snows Institute,403979,Capiz,Cuartero,9,6,11,8,4,7,5,21,31,20,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,"St. Catherine Academy, Inc.",403980,Capiz,Cuartero,12,7,8,11,8,10,9,53,48,34,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Parish School of St. Isidore,403981,Capiz,Cuartero,11,8,7,20,10,14,25,11,16,11,15,0,0,0,8,0,0,0,0,0,0,0,13,0,0,0,0
Region VI,"Pontevedra Christian School, Inc.",403982,Capiz,Cuartero,9,5,6,11,8,11,15,29,44,34,54,21,21,0,0,0,0,0,0,29,30,5,0,0,0,0,0
Region VI,Santus Josephus School Inc.,403985,Capiz,Cuartero,15,14,12,8,13,15,9,45,36,30,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Our Lady of the Most Holy Rosary Academy,403986,Capiz,Cuartero,20,21,9,24,7,16,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,"Dumalag Christian School, Inc.",439002,Capiz,Cuartero,16,10,3,3,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Sta. Monica Parochial School,439003,Capiz,Cuartero,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Steps of Faith (step by step christian academy),439004,Capiz,Cuartero,3,4,3,4,1,4,2,2,12,5,7,0,0,0,7,0,0,0,0,0,0,0,6,0,0,0,0
Region VI,Shin Hyun Christian Academy,439006,Capiz,Cuartero,3,5,3,9,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,St. Lawrence Parochial School,439007,Capiz,Cuartero,5,2,6,5,3,8,2,11,8,5,17,0,0,0,13,0,0,0,0,0,0,0,15,0,0,0,0
Region VI,Brighter Horizon Learning Center,439033,Capiz,Cuartero,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Golden Field Christian Learning Center,439036,Capiz,Cuartero,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Agtambi PS,115429,Capiz,Dao,9,9,7,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Agtanguay Elementary School,115430,Capiz,Dao,17,14,20,25,19,33,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Bita PS,115431,Capiz,Dao,6,12,11,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Centro Primary School,115432,Capiz,Dao,11,9,9,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Dao Central School,115433,Capiz,Dao,86,115,135,129,100,207,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Daplas Primary School,115434,Capiz,Dao,5,10,7,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Alfonso E. Espiritu Elementary School (aganan),115435,Capiz,Dao,5,9,2,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Nicanor Escutin Elementary School,115436,Capiz,Dao,36,41,40,46,49,54,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Ilas Norte Elementary School,115437,Capiz,Dao,36,39,35,47,26,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,"Doroteo Eslaban, Sr. Elementary School",115438,Capiz,Dao,18,18,14,17,15,31,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Lacaron Elementary School,115439,Capiz,Dao,20,26,36,30,24,32,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Malonoy Elementary School (dao),115440,Capiz,Dao,9,15,30,24,27,35,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Manhoy Elementary School,115441,Capiz,Dao,19,15,13,21,19,25,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Mapulang Bato Primary School,115442,Capiz,Dao,12,3,6,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Matagnop Elementary School,115443,Capiz,Dao,14,15,27,24,7,25,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Andres E. Quintia Sr. Elementary School (Nasunogan),115444,Capiz,Dao,24,20,25,23,18,19,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Antonio Abad Elementary School (Quinabcaban),115445,Capiz,Dao,12,14,19,19,11,22,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Quinayuya Elementary School,115446,Capiz,Dao,19,10,10,14,17,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Tabuc Elementary School (dao),115447,Capiz,Dao,27,29,54,58,45,67,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Arturo Jugo NHS,302385,Capiz,Dao,0,0,0,0,0,0,0,29,41,49,48,0,0,0,29,19,0,0,0,0,0,0,40,16,0,0,0
Region VI,MALONOY NATIONAL HIGH SCHOOL,302414,Capiz,Dao,0,0,0,0,0,0,0,89,63,92,90,0,21,14,0,50,0,0,0,0,28,18,0,53,0,0,0
Region VI,Luis Escutin NHS,302415,Capiz,Dao,0,0,0,0,0,0,0,57,46,44,42,0,16,0,10,13,0,0,0,0,15,0,9,16,0,0,0
Region VI,Dao National High School,310802,Capiz,Dao,0,0,0,0,0,0,0,256,270,258,273,46,139,16,0,63,0,0,0,33,160,29,0,44,0,0,0
Region VI,Wonderfully Made Learning Center,439022,Capiz,Dao,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Agbay-ang Elementary School,115448,Capiz,Dumalag,29,32,31,29,29,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Buntog Elementary School,115449,Capiz,Dumalag,35,25,29,25,22,31,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Concepcion Elementary School,115450,Capiz,Dumalag,14,20,26,22,29,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Consolacion Elementary School,115451,Capiz,Dumalag,23,24,25,19,9,37,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Dolores Elementary School,115452,Capiz,Dumalag,17,11,10,17,11,22,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Dumalag CS,115454,Capiz,Dumalag,83,74,98,85,81,110,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Duran Elementary School,115455,Capiz,Dumalag,44,35,41,69,27,56,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Arsenio R. Frial Elementary School,115456,Capiz,Dumalag,14,4,14,12,9,13,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,San Agustin Elementary School,115457,Capiz,Dumalag,10,14,24,14,15,16,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,San Jose Elementary School (dumalag),115458,Capiz,Dumalag,12,7,14,14,17,19,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,San Martin Elementary School,115459,Capiz,Dumalag,8,8,12,10,8,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,San Miguel Elementary School,115460,Capiz,Dumalag,12,18,25,20,16,23,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Concepcion H. Castro Elementary School,115461,Capiz,Dumalag,18,29,22,26,16,24,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Sta. Cruz Elementary School,115462,Capiz,Dumalag,35,44,48,50,39,54,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Sta. Monica Elementary School,115463,Capiz,Dumalag,12,6,14,10,6,19,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Sta. Rita Elementary School,115464,Capiz,Dumalag,7,10,10,7,11,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Sta. Teresa Elementary School,115465,Capiz,Dumalag,11,6,10,8,10,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Sto. Niño Elementary School,115466,Capiz,Dumalag,12,10,15,31,15,28,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Sto. Rosario Elementary School (dumalag),115467,Capiz,Dumalag,9,5,7,8,9,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Concepcion Castro Garcia NHS (Dumalag NHS) Sta. Cruz,302401,Capiz,Dumalag,0,0,0,0,0,0,0,89,111,103,101,0,43,0,44,60,0,0,0,0,68,0,25,38,0,0,0
Region VI,Dumalag Central NHS,310806,Capiz,Dumalag,0,0,0,0,0,0,0,312,313,334,332,35,96,21,0,140,0,0,0,43,97,40,0,118,0,0,0
Region VI,Dr. Laureano R. Frial Integrated School,501098,Capiz,Dumalag,20,15,17,13,17,16,15,17,18,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Agbatuan Elementary School,115468,Capiz,Dumarao,13,9,10,11,6,14,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Agmalate Elementary School,115471,Capiz,Dumarao,53,35,49,41,45,68,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Agsirab Elementary School,115472,Capiz,Dumarao,21,26,16,23,23,25,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Alipaciawan Elementary School,115473,Capiz,Dumarao,6,15,7,13,10,13,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Astorga Elementary School,115474,Capiz,Dumarao,34,44,54,65,52,53,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Badbaranan Elementary School,115475,Capiz,Dumarao,22,21,18,35,30,34,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Bungsu-an Elementary School,115476,Capiz,Dumarao,41,62,84,76,73,87,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Cabangahan Elementary School (dumarao),115477,Capiz,Dumarao,6,6,9,8,12,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Calapawan Elementary School (dumarao),115478,Capiz,Dumarao,12,15,18,14,21,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Codingle Elementary School,115479,Capiz,Dumarao,18,18,25,24,32,21,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Cubi PS,115480,Capiz,Dumarao,7,4,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Dacuton Elementary School,115481,Capiz,Dumarao,26,29,34,35,33,40,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,"Eduardo Abalo, Sr. Elementary School",115482,Capiz,Dumarao,9,13,17,11,12,12,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Dumarao CS,115483,Capiz,Dumarao,61,75,95,97,83,119,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Gibato Elementary School,115484,Capiz,Dumarao,41,23,33,36,39,38,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Guinotos PS,115485,Capiz,Dumarao,7,8,10,15,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Janguslob Elementary School,115486,Capiz,Dumarao,17,19,13,13,13,13,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Lawa-an Elementary School,115487,Capiz,Dumarao,31,16,25,49,32,26,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Malonoy Elementary School (dumarao),115488,Capiz,Dumarao,19,20,26,26,23,25,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,NAGSULANG ELEMENTARY SCHOOL,115489,Capiz,Dumarao,16,13,32,26,21,18,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Ongol Ilaya PS,115490,Capiz,Dumarao,9,5,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,R. Advincula Sr. ELEM. SCHOOL,115491,Capiz,Dumarao,12,21,12,25,20,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Salcedo Elementary School,115492,Capiz,Dumarao,25,26,27,28,26,31,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,San Juan Elementary School (dumarao),115493,Capiz,Dumarao,10,9,15,23,12,20,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,SIBARIWAN ELEMENTARY SCHOOL,115494,Capiz,Dumarao,17,26,23,32,26,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Heracleo M. Benjamin Elementary School,115495,Capiz,Dumarao,17,10,22,14,17,18,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Taslan Elementary School (dumarao),115496,Capiz,Dumarao,13,20,17,27,16,22,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Tina Elementary School (DUMARAO),115497,Capiz,Dumarao,20,18,14,21,11,25,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Tinaytayan Elementary School,115498,Capiz,Dumarao,22,22,25,27,16,35,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Jambad PS,179001,Capiz,Dumarao,8,5,9,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Guiscan PS,179010,Capiz,Dumarao,9,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Bungsuan NHS,302386,Capiz,Dumarao,0,0,0,0,0,0,0,132,172,197,218,0,41,0,36,76,0,0,0,0,80,0,41,76,0,0,0
Region VI,Estefania Montemayor NHS,302402,Capiz,Dumarao,0,0,0,0,0,0,0,255,258,269,294,58,44,26,0,159,0,0,0,43,75,27,0,146,0,0,0
Region VI,Manuel F. Onato NHS,302416,Capiz,Dumarao,0,0,0,0,0,0,0,107,113,111,136,0,0,13,19,57,0,0,0,0,0,16,60,31,0,0,0
Region VI,Ramon A. Benjamin Sr. National High School,302417,Capiz,Dumarao,0,0,0,0,0,0,0,125,136,143,126,0,43,42,43,34,0,0,0,0,42,26,48,54,0,0,0
Region VI,Presentacion Diez Gregorio NHS,310814,Capiz,Dumarao,0,0,0,0,0,0,0,51,50,55,53,0,0,10,27,0,0,0,0,0,0,16,30,0,0,0,0
Region VI,Astorga Child Development Center,439034,Capiz,Dumarao,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Aglalana Integrated School,500429,Capiz,Dumarao,50,61,80,71,65,64,54,77,86,71,77,0,51,0,0,50,0,0,0,0,87,0,0,27,0,0,0
Region VI,Aglanot Integrated School,501083,Capiz,Dumarao,34,43,47,35,45,45,43,46,45,36,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Agustin P. Navarra Elemenatary School,115499,Capiz,Ivisan,15,22,24,24,19,24,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Almon PS,115500,Capiz,Ivisan,12,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Balaring Elementary School,115501,Capiz,Ivisan,10,13,20,16,17,17,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,BASIAO ELEMENTARY SCHOOL,115502,Capiz,Ivisan,20,26,22,20,28,27,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Cabugao Elementary School (ivisan),115503,Capiz,Ivisan,29,26,36,29,32,29,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Cudian Elementary School,115504,Capiz,Ivisan,27,22,25,25,26,29,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Catalino Andrada MS,115505,Capiz,Ivisan,63,70,81,88,55,72,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Juan S. Jarencio Elementary School (ilaya ivisan es),115506,Capiz,Ivisan,35,60,68,58,60,61,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Ivisan Elementary School,115507,Capiz,Ivisan,121,182,165,174,186,188,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Victor A. Umiten Elementary School (looc es),115508,Capiz,Ivisan,52,47,33,67,32,38,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Mahayag Elementary School,115509,Capiz,Ivisan,17,32,30,25,31,34,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Malocloc Elementary School,115510,Capiz,Ivisan,21,25,38,27,30,32,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Panfilo Mendoza Elementary School (agmalobo es),115511,Capiz,Ivisan,20,19,24,26,22,25,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Purificacion A. Alagban Elementary School (sta. cuz es),115512,Capiz,Ivisan,23,31,41,32,29,25,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Tigis PS,115513,Capiz,Ivisan,9,13,12,9,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Ivisan NHS,302406,Capiz,Ivisan,0,0,0,0,0,0,0,411,460,495,468,81,127,43,0,190,0,0,0,58,113,56,0,200,0,0,0
Region VI,Basiao NHS,310807,Capiz,Ivisan,0,0,0,0,0,0,0,75,78,103,87,0,0,0,27,42,0,0,0,0,0,0,36,38,0,0,0
Region VI,"St. Vincent College of Business and Accountancy, Inc.",408532,Capiz,Ivisan,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,28,14,0,0,0,0,0
Region VI,PedAcademy Learning Center,439008,Capiz,Ivisan,17,16,10,13,7,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,"Fundamental Baptist Learning Center, Inc. (Ivisan)",439011,Capiz,Ivisan,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Agpalo Christian Academy,439015,Capiz,Ivisan,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Francisco C. Vacaro Elementary School,115514,Capiz,Jamindan,18,22,21,27,29,46,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Agbun-od Elementary School,115515,Capiz,Jamindan,12,20,20,20,11,29,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Agcagay Elementary School,115516,Capiz,Jamindan,16,14,22,14,27,25,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Aglibacao PS,115517,Capiz,Jamindan,2,7,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Agloloway Elementary School,115518,Capiz,Jamindan,12,15,15,14,12,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Agtupgop Elementary School,115519,Capiz,Jamindan,11,13,24,17,19,19,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Camp Jamindan Elementary School,115521,Capiz,Jamindan,56,60,64,79,41,73,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Caridad PS,115522,Capiz,Jamindan,7,7,7,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Damiana M. Ongkiko Elementary School,115524,Capiz,Jamindan,12,11,17,17,13,17,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Fe Primary School,115525,Capiz,Jamindan,6,6,0,3,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Guintas Elementary School,115527,Capiz,Jamindan,12,15,15,21,24,18,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Igang PS,115528,Capiz,Jamindan,4,9,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Jaena Norte Elementary School,115529,Capiz,Jamindan,10,10,21,15,25,22,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Jaena Sur PS,115530,Capiz,Jamindan,17,15,26,16,16,24,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Jagnaya Elementary School,115531,Capiz,Jamindan,37,32,43,62,66,80,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Jamindan Elementary School,115532,Capiz,Jamindan,93,95,112,147,122,151,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,La Paz PS,115533,Capiz,Jamindan,2,9,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Linambasan Elementary School,115534,Capiz,Jamindan,24,22,23,30,19,33,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Lucero Elementary School,115535,Capiz,Jamindan,27,30,35,38,64,75,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Maantol Elementary School,115536,Capiz,Jamindan,13,11,12,15,5,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Masnang PS,115537,Capiz,Jamindan,12,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Milan Elementary School,115538,Capiz,Jamindan,14,17,16,31,20,31,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,North Lucero PS,115539,Capiz,Jamindan,15,16,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Pangabat Elementary School,115540,Capiz,Jamindan,13,23,25,30,15,23,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Pasol-o Primary School,115541,Capiz,Jamindan,11,8,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,San Jose Elementary School (jamindan),115542,Capiz,Jamindan,10,18,19,23,26,22,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,San Vicente Elementary School (jamindan),115544,Capiz,Jamindan,17,20,29,18,16,26,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Sto. Rosario PS (jamindan),115545,Capiz,Jamindan,5,8,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Ubog Elementary School,115546,Capiz,Jamindan,26,53,35,35,34,31,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Macario Delfin Bermejo NHS,302407,Capiz,Jamindan,0,0,0,0,0,0,0,123,104,126,108,0,35,0,27,54,0,0,0,0,39,0,39,39,0,0,0
Region VI,Jagnaya NHS,302408,Capiz,Jamindan,0,0,0,0,0,0,0,116,126,130,112,25,51,0,0,36,0,0,0,26,74,0,0,23,0,0,0
Region VI,Jamindan National High School,302409,Capiz,Jamindan,0,0,0,0,0,0,0,411,327,378,401,102,159,20,0,112,0,0,0,74,233,0,0,116,0,0,0
Region VI,Lucero NHS,302411,Capiz,Jamindan,0,0,0,0,0,0,0,91,103,74,114,0,53,0,0,22,0,0,0,0,51,17,0,21,0,0,0
Region VI,San Sebastian Parochial School,439012,Capiz,Jamindan,22,4,11,15,8,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region VI,Manuel Ganzon Advincula Integrated School,501096,Capiz,Jamindan,34,24,45,34,35,40,44,28,37,28,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
